coastal_ecological_area,general_location,latitude,longitude,nst_site,reg_nm,region_name,source_file,specific_location,state_name,stratum,study_name
Alaskan West,Chukchi Sea,70.0486,-163.0217,AKC11-0056,Alaska,,Sites_AlaskaArcticStudy.csv,Unknown,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.8849,-161.9871,AKC11-0057,Alaska,,Sites_AlaskaArcticStudy.csv,Unknown,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.4472,-161.7245,AKC11-0058,Alaska,,Sites_AlaskaArcticStudy.csv,Unknown,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.4812,-160.9077,AKC11-0060,Alaska,,Sites_AlaskaArcticStudy.csv,Unknown,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,71.4415,-158.2252,AKC11-0062,Alaska,,Sites_AlaskaArcticStudy.csv,Unknown,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,71.2382,-158.8604,AKC11-0064,Alaska,,Sites_AlaskaArcticStudy.csv,Unknown,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,71.3665,-158.4179,AKC11-0069,Alaska,,Sites_AlaskaArcticStudy.csv,Unknown,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,68.8786,-168.6154,AKC12-001,Alaska,,Sites_AlaskaArcticStudy.csv,Unknown,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,67.6466,-168.2814,AKC12-002,Alaska,,Sites_AlaskaArcticStudy.csv,Unknown,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,67.6419,-166.7421,AKC12-003,Alaska,,Sites_AlaskaArcticStudy.csv,Unknown,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,67.6464,-165.553,AKC12-004,Alaska,,Sites_AlaskaArcticStudy.csv,Unknown,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,71.0844,-158.8609,AKC12-005,Alaska,,Sites_AlaskaArcticStudy.csv,Unknown,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,71.1405,-158.9712,AKC12-006,Alaska,,Sites_AlaskaArcticStudy.csv,Unknown,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,71.3195,-158.0881,AKC12-009,Alaska,,Sites_AlaskaArcticStudy.csv,Unknown,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.49600000000002,-160.6245,AKC12-DF001,Alaska,,Sites_AlaskaArcticStudy.csv,Unknown,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.9752,-161.8952,AKC12-DF005,Alaska,,Sites_AlaskaArcticStudy.csv,Unknown,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.79668000000002,-158.81763999999995,AKC_15-005,Alaska,,Sites_AlaskaArcticStudy.csv,Peard Bay,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.77606,-159.16023,AKC_15-009,Alaska,,Sites_AlaskaArcticStudy.csv,Peard Bay,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.83771999999998,-158.76328,AKC_15-010,Alaska,,Sites_AlaskaArcticStudy.csv,Peard Bay,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.51008,-159.7809,AKC_15-011,Alaska,,Sites_AlaskaArcticStudy.csv,Wainwright Inlet,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.82645,-158.56464,AKC_15-013,Alaska,,Sites_AlaskaArcticStudy.csv,Peard Bay,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.6001,-159.9874,AKC_15-015,Alaska,,Sites_AlaskaArcticStudy.csv,Wainwright Inlet,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.29276,-161.64851000000004,AKC_15-016,Alaska,,Sites_AlaskaArcticStudy.csv,Kasegaluk Lagoon,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.85295,-158.95015,AKC_15-018,Alaska,,Sites_AlaskaArcticStudy.csv,Peard Bay,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.28793,-161.38142,AKC_15-024,Alaska,,Sites_AlaskaArcticStudy.csv,Kasegaluk Lagoon,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.81623,-158.65599,AKC_15-025,Alaska,,Sites_AlaskaArcticStudy.csv,Peard Bay,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.26575,-161.52661,AKC_15-028,Alaska,,Sites_AlaskaArcticStudy.csv,Kasegaluk Lagoon,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.79699000000002,-159.16907,AKC_15-033,Alaska,,Sites_AlaskaArcticStudy.csv,Peard Bay,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.79523,-158.61818,AKC_15-037,Alaska,,Sites_AlaskaArcticStudy.csv,Peard Bay,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.46701999999998,-159.82925,AKC_15-039,Alaska,,Sites_AlaskaArcticStudy.csv,Wainwright Inlet,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.26598,-161.49812,AKC_15-044,Alaska,,Sites_AlaskaArcticStudy.csv,Kasegaluk Lagoon,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.44556999999998,-159.8809,AKC_15-047,Alaska,,Sites_AlaskaArcticStudy.csv,Wainwright Inlet,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.79145,-159.21268999999995,AKC_15-049,Alaska,,Sites_AlaskaArcticStudy.csv,Peard Bay,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.87621,-158.87073999999996,AKC_15-050,Alaska,,Sites_AlaskaArcticStudy.csv,Peard Bay,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.55376,-159.8718,AKC_15-051,Alaska,,Sites_AlaskaArcticStudy.csv,Wainwright Inlet,Alaska,,Alaska Arctic Study
Alaskan West,Beaufort Sea,71.36658,-156.46556,AKC_15-065,Alaska,,Sites_AlaskaArcticStudy.csv,Elson Lagoon,Alaska,,Alaska Arctic Study
Alaskan West,Beaufort Sea,70.86619,-154.25139,AKC_15-066,Alaska,,Sites_AlaskaArcticStudy.csv,Smith Bay,Alaska,,Alaska Arctic Study
Alaskan West,Beaufort Sea,71.20421,-155.81281,AKC_15-067,Alaska,,Sites_AlaskaArcticStudy.csv,Elson Lagoon,Alaska,,Alaska Arctic Study
Alaskan West,Beaufort Sea,71.12628000000002,-155.53656,AKC_15-069,Alaska,,Sites_AlaskaArcticStudy.csv,Elson Lagoon/Dease Inlet,Alaska,,Alaska Arctic Study
Alaskan West,Beaufort Sea,70.9114,-154.13422,AKC_15-073,Alaska,,Sites_AlaskaArcticStudy.csv,Smith Bay,Alaska,,Alaska Arctic Study
Alaskan West,Beaufort Sea,71.27721,-156.01894,AKC_15-079,Alaska,,Sites_AlaskaArcticStudy.csv,Elson Lagoon,Alaska,,Alaska Arctic Study
Alaskan West,Beaufort Sea,71.0373,-155.5879,AKC_15-082,Alaska,,Sites_AlaskaArcticStudy.csv,Elson Lagoon/Dease Inlet,Alaska,,Alaska Arctic Study
Alaskan West,Beaufort Sea,71.30807,-156.25009,AKC_15-095,Alaska,,Sites_AlaskaArcticStudy.csv,Elson Lagoon,Alaska,,Alaska Arctic Study
Alaskan West,Beaufort Sea,70.89648000000003,-154.51713999999996,AKC_15-106,Alaska,,Sites_AlaskaArcticStudy.csv,Smith Bay,Alaska,,Alaska Arctic Study
Alaskan West,Beaufort Sea,71.29836,-155.99196,AKC_15-107,Alaska,,Sites_AlaskaArcticStudy.csv,Elson Lagoon,Alaska,,Alaska Arctic Study
Alaskan West,Beaufort Sea,70.90934,-154.47159,AKC_15-113,Alaska,,Sites_AlaskaArcticStudy.csv,Smith Bay,Alaska,,Alaska Arctic Study
Alaskan West,Beaufort Sea,71.32653,-156.42862,AKC_15-114,Alaska,,Sites_AlaskaArcticStudy.csv,Elson Lagoon,Alaska,,Alaska Arctic Study
Alaskan West,Beaufort Sea,70.90526,-154.52477,AKC_15-120,Alaska,,Sites_AlaskaArcticStudy.csv,Smith Bay,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.7055,-160.0202,AKC_15-D1B,Alaska,,Sites_AlaskaArcticStudy.csv,Wainwright Offshore Deep,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.7124,-159.9766,AKC_15-D2B,Alaska,,Sites_AlaskaArcticStudy.csv,Wainwright Offshore Deep,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.7726,-159.852,AKC_15-D3B,Alaska,,Sites_AlaskaArcticStudy.csv,Wainwright Offshore Deep,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.7416,-159.8512,AKC_15-D4B,Alaska,,Sites_AlaskaArcticStudy.csv,Wainwright Offshore Deep,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.7912,-159.7519,AKC_15-D5B,Alaska,,Sites_AlaskaArcticStudy.csv,Wainwright Offshore Deep,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.705,-159.8932,AKC_15-S10B,Alaska,,Sites_AlaskaArcticStudy.csv,Wainwright Offshore Shallow,Alaska,,Alaska Arctic Study
Alaskan West,Chukchi Sea,70.6728,-159.9894,AKC_15-S9B,Alaska,,Sites_AlaskaArcticStudy.csv,Wainwright Offshore Shallow,Alaska,,Alaska Arctic Study
Alaska South Central - Cook Inlet,,59.44,-151.57,KBS_FF1-1,,Alaska,Sites_KachemakBay2009FishSamples.csv,,Alaska,,Kachemak Bay 2009 Fish Samples
Alaska South Central - Cook Inlet,,59.44,-151.57,KBS_FF1-2,,Alaska,Sites_KachemakBay2009FishSamples.csv,,Alaska,,Kachemak Bay 2009 Fish Samples
Alaska South Central - Cook Inlet,,59.44,-151.57,KBS_FF2-1,,Alaska,Sites_KachemakBay2009FishSamples.csv,,Alaska,,Kachemak Bay 2009 Fish Samples
Alaska South Central - Cook Inlet,,59.44,-151.57,KBS_FF4-1,,Alaska,Sites_KachemakBay2009FishSamples.csv,,Alaska,,Kachemak Bay 2009 Fish Samples
Alaska South Central - Cook Inlet,,59.44,-151.57,KBS_FF4-2,,Alaska,Sites_KachemakBay2009FishSamples.csv,,Alaska,,Kachemak Bay 2009 Fish Samples
Alaska South Central - Cook Inlet,,59.44,-151.57,KBS_FF4-3,,Alaska,Sites_KachemakBay2009FishSamples.csv,,Alaska,,Kachemak Bay 2009 Fish Samples
Alaska South Central - Cook Inlet,,59.44,-151.57,KBS_FF4-4,,Alaska,Sites_KachemakBay2009FishSamples.csv,,Alaska,,Kachemak Bay 2009 Fish Samples
Alaska South Central - Cook Inlet,,59.20715,-151.81512,CICB,,Alaska,Sites_KachemakBayBioeffects2009.csv,,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.20936,-151.82946,KB2_CC-12a,,Alaska,Sites_KachemakBayBioeffects2009.csv,Clam Cove,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.20921,-151.8124,KB2_CH-11a,,Alaska,Sites_KachemakBayBioeffects2009.csv,Chrome Bay,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.20613,-151.80428,KB2_CH-5,,Alaska,Sites_KachemakBayBioeffects2009.csv,Chrome Bay,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.20451,-151.8067,KB2_CH-6,,Alaska,Sites_KachemakBayBioeffects2009.csv,Chrome Bay,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.56377,-151.25611,KB2_CP-11a,,Alaska,Sites_KachemakBayBioeffects2009.csv,China Poot Bay,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.56058,-151.32156,KB2_CP-12a,,Alaska,Sites_KachemakBayBioeffects2009.csv,China Poot Bay,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.56194,-151.27379,KB2_CP-8a,,Alaska,Sites_KachemakBayBioeffects2009.csv,China Poot Bay,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.25033000000001,-151.92961,KB2_DB-1,,Alaska,Sites_KachemakBayBioeffects2009.csv,Dogfish Bay,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.2451,-151.88933,KB2_DB-12a,,Alaska,Sites_KachemakBayBioeffects2009.csv,Dogfish Bay,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.24618,-151.89516,KB2_DB-3,,Alaska,Sites_KachemakBayBioeffects2009.csv,Dogfish Bay,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.57521,-151.19655,KB2_HC-1,,Alaska,Sites_KachemakBayBioeffects2009.csv,Halibut Cove,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.59437,-151.16586,KB2_HC-3,,Alaska,Sites_KachemakBayBioeffects2009.csv,Halibut Cove,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.57742,-151.18735,KB2_HC-6a,,Alaska,Sites_KachemakBayBioeffects2009.csv,Halibut Cove,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.63103,-151.53886,KB2_HO-1,,Alaska,Sites_KachemakBayBioeffects2009.csv,Homer POTW,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.63103,-151.53886,KB2_HO-1R,,Alaska,Sites_KachemakBayBioeffects2009.csv,Homer POTW,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.6287,-151.5144,KB2_HO-2,,Alaska,Sites_KachemakBayBioeffects2009.csv,Homer POTW,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.47171,-151.55998,KB2_KJ-1,,Alaska,Sites_KachemakBayBioeffects2009.csv,Kasitsna Jackolof Bay,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.44992,-151.50688,KB2_KJ-13,,Alaska,Sites_KachemakBayBioeffects2009.csv,Kasitsna Jackolof Bay,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,,59.46741,-151.53439,KB2_KJ-2,,Alaska,Sites_KachemakBayBioeffects2009.csv,,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.448780000000006,-151.49982,KB2_KJ-4,,Alaska,Sites_KachemakBayBioeffects2009.csv,Kasitsna Jackolof Bay,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.4178,-151.72745,KB2_SB-1,,Alaska,Sites_KachemakBayBioeffects2009.csv,Seldovia Bay,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.41501,-151.7148,KB2_SB-4a,,Alaska,Sites_KachemakBayBioeffects2009.csv,Seldovia Bay,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.42418000000001,-151.71806,KB2_SB-5a,,Alaska,Sites_KachemakBayBioeffects2009.csv,Seldovia Bay,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.47564000000001,-151.35076999999995,KB2_SC-1,,Alaska,Sites_KachemakBayBioeffects2009.csv,Sadie Cove,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.43729,-151.71518999999995,KB2_SH-1,,Alaska,Sites_KachemakBayBioeffects2009.csv,Seldovia Harbor,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.4353,-151.71523,KB2_SH-2,,Alaska,Sites_KachemakBayBioeffects2009.csv,Seldovia Harbor,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.44106,-151.7206,KB2_SH-3,,Alaska,Sites_KachemakBayBioeffects2009.csv,Seldovia Harbor,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Kachemak Bay South Bays,59.42151,-151.31711,KB2_TB-1,,Alaska,Sites_KachemakBayBioeffects2009.csv,Tutka Bay,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,,59.42355,-151.31118,KBTB,,Alaska,Sites_KachemakBayBioeffects2009.csv,,Alaska,,Kachemak Bay Bioeffects
Alaska South Central - Cook Inlet,Seldovia,59.4532,-151.5209,NPR_JB,,Alaska,Sites_NorthPacificResearchBoardAlaskaStudy.csv,Jackalof Bay,Alaska,,North Pacific Research Board Alaska Study
Alaska South Central - Cook Inlet,Nanwalek,59.35643,-151.92089,NPR_NAN,,Alaska,Sites_NorthPacificResearchBoardAlaskaStudy.csv,Nanwalek,Alaska,,North Pacific Research Board Alaska Study
Alaska South Central - Cook Inlet,Nanwalek,59.3,-151.9,NPR_NHA,,Alaska,Sites_NorthPacificResearchBoardAlaskaStudy.csv,Nanwalek,Alaska,,North Pacific Research Board Alaska Study
Alaska South Central - Cook Inlet,Port Graham,59.35149200000001,-151.82972,NPR_PG,,Alaska,Sites_NorthPacificResearchBoardAlaskaStudy.csv,Port Graham,Alaska,,North Pacific Research Board Alaska Study
Alaska South Central - Cook Inlet,Port Graham,59.5705,-151.968,NPR_PGHA3,,Alaska,Sites_NorthPacificResearchBoardAlaskaStudy.csv,Port Graham,Alaska,,North Pacific Research Board Alaska Study
Alaska South Central - Cook Inlet,Port Graham,59.562,-151.7,NPR_PHGA,,Alaska,Sites_NorthPacificResearchBoardAlaskaStudy.csv,Murphy's Slough,Alaska,,North Pacific Research Board Alaska Study
Alaska South Central - Cook Inlet,Seldovia Bay,59.50694444,-151.8813889,NPR_SHA,,Alaska,Sites_NorthPacificResearchBoardAlaskaStudy.csv,Powder Island,Alaska,,North Pacific Research Board Alaska Study
Central and South Biscayne Bay,Princeton Canal,25.5192,-80.325,BIS_001_00,,Florida Keys to Cape Hatteras,Sites_BiscayneBay.csv,1,Florida,STR_NA,Biscayne Bay
North Biscayne Bay,North Bay,25.9137,-80.1345,BIS_001_95,,Florida Keys to Cape Hatteras,Sites_BiscayneBay.csv,1,Florida,STR_2_1,Biscayne Bay
Central and South Biscayne Bay,Military Canal,25.487,-80.3363,BIS_002_00,,Florida Keys to Cape Hatteras,Sites_BiscayneBay.csv,2,Florida,STR_NA,Biscayne Bay
North Biscayne Bay,North Bay,25.9099,-80.13600000000002,BIS_002_95,,Florida Keys to Cape Hatteras,Sites_BiscayneBay.csv,2,Florida,STR_2_1,Biscayne Bay
